,x,y,2,3,Velocity Component
0,7.044385854,8.281804424,,,
1,7.07901585,8.326203131,52.04656783,51.57197754,1.05219587
2,7.127497844,8.426100222,64.11180235,46.3456692,-2.868437621
3,7.182905837,8.470498929,38.70537456,159.6229914,-3.328279838
4,7.23138783,8.550046612,58.63891076,256.4866255,1.740417997
5,7.300647821,8.605544996,38.70537479,245.8519971,2.783644703
6,7.335277817,8.69434241,68.6947739,251.6689904,3.795081821
7,7.362981813,8.738741117,58.0365772,182.5512223,3.798750693
8,7.418389806,8.772040147,31.00497549,277.4096708,2.344471471
9,7.473797799,8.838638207,50.24035353,293.9764102,0.947618037
10,7.549983789,8.949634975,55.53506503,276.0378825,3.673980095
11,7.612317781,9.016233035,46.89420769,285.7014384,-3.960160792
12,7.653873776,9.082831096,58.03657678,279.6317889,-4.025960252
13,7.716207768,9.182728186,58.0365766,269.3949059,2.857553777
14,7.779696093,9.216027216,27.67658811,229.9673027,-3.252087928
15,7.835104086,9.315924307,60.98502739,153.8784885,-4.020637854
16,7.87666008,9.382522368,58.0365774,121.0121789,-0.244986099
17,7.925142074,9.460220105,58.03657659,163.0954739,3.88469461
18,7.973624068,9.515718489,48.86035374,200.4622239,3.324937004
19,8.03595806,9.582316549,46.89420769,185.7635615,-3.694608852
20,8.077514054,9.582316549,0,166.6123157,-4.004351813
21,8.125996048,9.582316549,0,176.7700984,2.685662169
22,8.146774046,9.637814933,69.47464041,183.4768775,1.214479602
23,8.146774046,9.726612347,90,191.4269287,-3.939103696
24,8.146774046,9.78211073,90,196.9685027,-2.336876166
25,8.146774046,9.848708791,90,110.980949,-2.090105366
26,8.181404041,9.904207175,58.03657732,154.5645416,-3.262836861
27,8.229886035,9.859808468,317.5172567,67.25988658,-1.129948203
28,8.26451603,9.826509437,316.1224784,91.98954014,-2.555879299
29,8.306072025,9.737712023,295.0789616,49.24873554,2.119155497
30,8.306072025,9.671113963,270,44.2983913,3.82822887
31,8.306072025,9.604515903,270,147.8639887,-3.940016869
32,8.306072025,9.537917842,270,138.5605965,3.809769427
33,8.306072025,9.449120428,270,75.23132321,3.971809458
34,8.306072025,9.338123661,270,301.1934646,3.710722214
35,8.306072025,9.260425923,270,257.3080583,3.844848177
36,8.271442029,9.149429156,252.6725464,293.1310045,-2.300473512
37,8.236812034,9.093930772,238.0365773,206.4723896,2.588817721
38,8.209108038,9.016233035,250.3757395,52.19750037,-1.423486136
39,8.160626044,8.960734651,228.8603537,57.25185496,3.072328715
40,8.098292052,8.82753853,244.9210386,85.24565907,-3.673341887
41,8.056736057,8.772040147,233.1749208,178.3084233,-2.912927361
42,8.008254063,8.661043379,246.4048989,99.8244637,3.063680248
43,7.95977207,8.583345642,238.0365771,222.7941536,-3.893515137
44,7.945920071,8.561146289,238.0365748,135.2390144,-3.982230429
45,7.918216075,8.514897636,239.0774314,50.607082,3.79505291
46,7.883586079,8.437199898,245.9773968,193.5012172,1.164362851
47,7.835104086,8.359502161,238.0365771,265.5812809,-0.468982153
48,7.779696093,8.248505394,243.4722882,194.7450049,4.025485461
49,7.745066097,8.093109919,257.4368803,211.8850863,-0.691025104
50,7.758918096,8.004312505,278.8664256,243.0734438,-1.56844192
51,7.80047409,7.926614768,298.1397316,181.7555052,3.614681688
52,7.821252088,7.860016708,287.3274539,87.12820296,2.699197692
53,7.835104086,7.74901994,277.1135306,160.769321,-3.43778216
54,7.904364077,7.704621233,327.3383386,52.89064837,-3.502511713
55,7.95977207,7.626923496,305.4935166,,
56,7.994402065,7.604724143,327.3383388,,
57,8.070588055,7.593624466,351.7107934,,
58,8.174478042,7.560325436,342.2282004,,
59,8.243738033,7.560325436,0,,
60,8.319924023,7.560325436,0,,
61,8.375332016,7.560325436,0,,
62,8.458444005,7.560325436,0,,
63,8.513851998,7.571425112,11.32790568,,
64,8.603889987,7.571425112,0,,
65,8.666223979,7.560325436,349.9032956,,
66,8.728557971,7.493727375,313.1057919,,
67,8.783965963,7.416029638,305.4935161,,
68,8.846299955,7.282833517,295.0789614,,
69,8.867077953,7.17183675,280.6027518,,
70,8.867077953,7.094139012,270,,
71,8.867077953,6.960942891,270,,
72,8.853225954,6.849946124,262.8864688,,
73,8.804743961,6.716750003,249.999024,,
74,8.763187966,6.650151943,238.0365764,,
75,8.804743961,6.594653559,306.8250787,,
76,8.818595959,6.528055498,281.7496548,,
77,8.853225954,6.417058731,287.3274531,,
78,8.915559946,6.328261317,305.0680802,,
79,8.922485946,6.21726455,273.5705251,,
80,8.970967939,6.128467136,298.6338468,,
81,9.005597935,6.072968752,301.9634234,,
82,9.054079929,5.984171338,298.6338473,,
83,9.088709924,5.917573277,297.4737566,,
84,9.130265919,5.828775864,295.0789619,,
85,9.171821913,5.684480066,286.0659621,,
86,9.192599911,5.651181036,301.9634242,,
87,9.206451909,5.584582975,281.7496548,,
88,9.268785901,5.517984915,313.1057923,,
89,9.29764423,5.416237878,285.8348319,,
90,9.311496229,5.316340787,277.8944471,,
91,9.346126224,5.23864305,294.0226028,,
92,9.394608218,5.116546606,291.657012,,
93,9.429238214,4.994450162,285.8348325,,
94,9.463868209,4.861254041,284.5738147,,
95,9.463868209,4.82795501,270,,
96,9.477720207,4.705858566,276.4726042,,
97,9.463868209,4.628160829,259.8914783,,
98,9.45694221,4.517164062,266.4294754,,
99,9.429238214,4.383967941,258.2503451,,
100,9.436164213,4.261871497,273.2466604,,
101,9.422312214,4.139775052,263.5273954,,
102,9.422312214,4.028778285,270,,
103,9.422312214,3.951080548,270,,
104,9.477720207,3.784585397,288.4069488,,
105,9.512350203,3.673588629,287.3274534,,
106,9.567758196,3.606990569,309.7596465,,
107,9.581610194,3.529292831,280.1085216,,
108,9.630092188,3.462694771,306.0538345,,
109,9.650870185,3.407196387,290.5253587,,
110,9.68550018,3.318398973,291.3052255,,
111,9.754760172,3.185202852,297.4737575,,
112,9.789390167,3.140804145,307.9534314,,
113,9.837872161,3.074206085,306.0538345,,
114,9.84479816,2.996508348,275.093899,,
115,9.830946162,2.929910287,258.2503452,,
116,9.796316166,2.807813843,254.1651675,,
117,9.796316166,2.719016429,270,,
118,9.796316166,2.641318692,270,,
119,9.830946162,2.530321925,287.3274536,,
120,9.830946162,2.450774241,270,,
121,9.84479816,2.339777474,277.1135307,,
122,9.84479816,2.21768103,270,,
123,9.865576157,2.173282323,295.0789611,,
124,9.865576157,2.073385232,270,,
125,9.858650158,1.984587818,265.5400873,,
126,9.837872161,1.906890081,255.0282462,,
127,9.865576157,1.829192344,289.6242605,,
128,9.865576157,1.74039493,270,,
129,9.851724159,1.618298485,263.5273958,,
130,9.830946162,1.584999455,238.036577,,
131,9.789390167,1.474002688,249.4746407,,
132,9.830946162,1.385205274,295.0789616,,
133,9.830946162,1.32970689,270,,
134,9.851724159,1.274208506,290.5253587,,
135,9.858650158,1.185411092,274.4599127,,
136,9.858650158,1.074414325,270,,
137,9.796316166,1.096613678,160.3973759,,
138,9.740908173,1.096613678,180,,
139,9.671648182,1.107713355,170.8951415,,
140,9.595462192,1.174311416,138.8416364,,
141,9.553906197,1.174311416,180,,
142,9.505424204,1.174311416,180,,
143,9.463868209,1.185411092,165.0453157,,
144,9.422312214,1.207610446,151.8887154,,
145,9.359978222,1.229809799,160.3973759,,
146,9.30457023,1.252009153,158.1663658,,
147,9.241081904,1.274208506,160.7272902,,
148,9.213377908,1.318607213,121.9634228,,
149,9.192599911,1.36300592,115.0789611,,
150,9.144117917,1.396304951,145.5174376,,
151,9.088709924,1.496202041,119.0149729,,
152,9.026375932,1.573899778,128.7387698,,
153,8.957115941,1.673796869,124.7340879,,
154,8.950189942,1.718195576,98.86642497,,
155,8.901707948,1.77369396,131.1396463,,
156,8.874003952,1.795893313,141.2946256,,
157,8.860151954,1.84029202,107.327453,,
158,8.839373956,1.884690727,115.0789622,,
159,8.818595959,1.917989757,121.963423,,
160,8.770113965,1.995687495,121.9634231,,
161,8.73548397,2.062285555,117.473757,,
162,8.700853974,2.162182646,109.1192166,,
163,8.638519982,2.228780706,133.1057923,,
164,8.583111989,2.273179413,141.2946254,,
165,8.513851998,2.31757812,147.3383386,,
166,8.458444005,2.306478444,191.3279057,,
167,8.403036013,2.25098006,225.0466978,,
168,8.312998024,2.206581353,206.2484053,,
169,8.222960036,2.206581353,180,,
170,8.125996048,2.206581353,180,,
171,8.084440054,2.162182646,226.8942084,,
172,7.987476066,2.128883616,198.9533154,,
173,7.911290076,2.128883616,180,,
174,7.807400089,2.073385232,208.1112842,,
175,7.653873776,1.995687495,206.8433984,,
176,7.584613785,1.984587818,189.1048585,,
177,7.522279793,1.951288788,208.111284,,
178,7.439167803,1.929089434,194.9546855,,
179,7.362981813,1.929089434,180,,
180,7.272943825,1.873591051,211.6492041,,
181,7.196757835,1.862491374,188.2892066,,
182,7.141349842,1.862491374,180,,
183,7.058237853,1.862491374,180,,
184,6.988977862,1.862491374,180,,
185,6.91971787,1.862491374,180,,
186,6.84353188,1.862491374,180,,
187,6.788123887,1.873591051,168.6720933,,
188,6.739641894,1.851391697,204.6025055,,
189,6.663455903,1.795893313,216.0718098,,
190,6.552639918,1.795893313,180,,
191,6.469527929,1.829192344,158.166366,,
192,6.393341938,1.829192344,180,,
193,6.310229949,1.829192344,180,,
194,6.213265962,1.829192344,180,,
195,6.142851637,1.80699299,197.4983737,,
196,6.059739648,1.84029202,158.1663666,,
197,6.018183653,1.873591051,141.294625,,
198,5.907367668,1.951288788,144.9640909,,
199,5.831181677,1.962388464,171.7107942,,
200,5.761921686,1.995687495,154.3225403,,
201,5.651105701,2.106684262,134.9533028,,
202,5.540289715,2.106684262,180,,
203,5.477955723,2.106684262,180,,
204,5.367139737,2.106684262,180,,
205,5.318657744,2.106684262,180,,
206,5.235545754,2.106684262,180,,
207,5.124729769,2.095584585,185.7198477,,
208,5.027765781,2.095584585,180,,
209,4.930801794,2.095584585,180,,
210,4.840763805,2.084484909,187.0278334,,
211,4.785355812,2.084484909,180,,
212,4.688391825,2.051185878,198.9533161,,
213,4.619131834,2.051185878,180,,
214,4.534865511,2.051185878,180,,
215,4.430975525,2.051185878,180,,
216,4.382493531,2.051185878,180,,
217,4.271677545,2.028986525,191.3279062,,
218,4.15393556,2.028986525,180,,
219,4.022341577,2.006787171,189.5754042,,
220,3.897673593,2.017886848,174.9121488,,
221,3.821487603,1.995687495,196.24526,,
222,3.703745618,1.973488141,190.6773399,,
223,3.648337626,1.973488141,180,,
224,3.475187648,1.951288788,187.3059672,,
225,3.336667666,1.940189111,184.5813514,,
226,3.239703678,1.940189111,180,,
227,3.135813692,1.940189111,180,,
228,3.045775703,1.895790404,206.2484053,,
229,2.926879385,1.884690727,185.3334427,,
230,2.857619394,1.818092667,223.8775203,,
231,2.73295141,1.77369396,199.6026245,,
232,2.629061424,1.74039493,197.7717997,,
233,2.559801433,1.74039493,180,,
234,2.442059448,1.684896546,205.2371244,,
235,2.358947459,1.640497839,208.1112843,,
236,2.282761468,1.640497839,180,,
237,2.19272348,1.596099132,206.2484055,,
238,2.095759493,1.551700425,204.6025048,,
239,2.033425501,1.518401395,208.111284,,
240,1.95723951,1.518401395,180,,
241,1.867201522,1.496202041,193.850343,,
242,1.784089533,1.440703658,213.7331859,,
243,1.763311535,1.496202041,110.5253599,,
244,1.72868154,1.562800102,117.4737566,,
245,1.687125545,1.629398162,121.9634236,,
246,1.687125545,1.718195576,90,,
247,1.735607539,1.762594283,42.48274334,,
248,1.797941531,1.829192344,46.89420812,,
249,1.811793529,1.940189111,82.88646935,,
250,1.811793529,2.006787171,90,,
251,1.763311535,2.073385232,126.0538341,,
252,1.707903543,2.106684262,148.9950241,,
253,1.624791553,2.139983292,158.1663669,,
254,1.555531562,2.139983292,180,,
255,1.507049568,2.139983292,180,,
256,1.422783246,2.139983292,180,,
257,1.249633268,2.228780706,152.8496493,,
258,1.194225275,2.262079737,148.9950238,,
259,1.145743282,2.295378767,145.5174378,,
260,1.08340929,2.384176181,125.0680802,,
261,1.076483291,2.450774241,95.93724652,,
262,1.131891283,2.541421601,58.56473595,,
263,1.194225275,2.585820308,35.46117592,,
264,1.242707269,2.630219015,42.48274334,,
265,1.242707269,2.741215783,90,,
266,1.284263264,2.796714166,53.17492082,,
267,1.305041261,2.896611257,78.25034515,,
268,1.332745258,2.996508348,74.49995644,,
269,1.360449254,3.129704469,78.25034512,,
270,1.39507925,3.207402206,65.97739655,,
271,1.408931248,3.318398973,82.88646935,,
272,1.436635244,3.407196387,72.67254696,,
273,1.486271571,3.507093478,63.57838569,,
274,1.513975568,3.618090245,75.98571555,,
275,1.541679564,3.706887659,72.67254696,,
276,1.562457561,3.77348572,72.67254708,,
277,1.583235559,3.906681841,81.13357461,,
278,1.631717552,4.017678608,66.40489918,,
279,1.65249555,4.006578931,331.888716,,
280,1.707903543,4.006578931,0,,
281,1.756385536,4.006578931,0,,
282,1.797941531,4.039877962,38.70537502,,
283,1.874127521,4.117575699,45.56285312,,
284,1.908757517,4.206373113,68.6947739,,
285,1.95723951,4.31736988,66.40489918,,
286,1.984943507,4.483865031,80.55281096,,
287,2.061129497,4.583762122,52.66923618,,
288,2.123463489,4.672559536,54.9319198,,
289,2.171945483,4.716958243,42.48274334,,
290,2.220427476,4.76135695,42.48274393,,
291,2.261983471,4.783556303,28.11128348,,
292,2.324317463,4.938951778,68.14273313,,
293,2.407429452,5.038848869,50.24035398,,
294,2.448985447,5.138745959,67.41327347,,
295,2.497467441,5.283041757,71.4281489,,
296,2.573653431,5.371839171,49.37122086,,
297,2.642913422,5.416237878,32.66166138,,
298,2.705247414,5.471736262,41.67991902,,
299,2.795285402,5.482835938,7.027833437,,
300,2.864545393,5.517984915,26.90748538,,
301,2.926879385,5.595682652,51.26123016,,
302,3.023843373,5.640081359,24.6025046,,
303,3.121961694,5.640081359,0,,
304,3.198147684,5.617882005,343.7547393,,
305,3.267407675,5.617882005,0,,
306,3.336667666,5.617882005,0,,
307,3.419779655,5.651181036,21.83363398,,
308,3.489039646,5.640081359,350.8951415,,
309,3.53752164,5.617882005,335.3974949,,
310,3.606781631,5.606782329,350.8951423,,
311,3.676041622,5.606782329,0,,
312,3.745301613,5.617882005,9.104857723,,
313,3.800709606,5.640081359,21.83363386,,
314,3.932303589,5.640081359,0,,
315,4.008489579,5.640081359,0,,
316,4.070823571,5.628981682,349.9032947,,
317,4.140083562,5.573483298,321.2946252,,
318,4.230121551,5.517984915,328.3507962,,
319,4.340937536,5.471736262,337.3469582,,
320,4.410197527,5.493935615,17.7717994,,
321,4.521013513,5.628981682,50.62841177,,
322,4.590273504,5.628981682,0,,
323,4.64683583,5.80657651,72.33379928,,
324,4.674539827,5.906473601,74.49995644,,
325,4.72302182,5.939772631,34.48256216,,
326,4.743799818,5.984171338,64.92103785,,
327,4.778429813,6.039669722,58.03657732,,
328,4.840763805,6.117367459,51.26123016,,
329,4.916949795,6.117367459,0,,
330,5.006987784,6.095168105,346.1496572,,
331,5.069321776,6.084068429,349.9032956,,
332,5.145507766,6.050769398,336.3910392,,
333,5.214767757,6.050769398,0,,
334,5.27017575,6.039669722,348.6720943,,
335,5.339435741,6.017470368,342.2281999,,
336,5.380991736,5.984171338,321.2946258,,
337,5.464103725,5.906473601,316.9283451,,
338,5.533363716,5.884274247,342.2281999,,
339,5.644179702,5.83987554,338.1663666,,
340,5.713439693,5.77327748,316.1224797,,
341,5.768847686,5.728878773,321.2946254,,
342,5.817329679,5.684480066,317.5172561,,
343,5.872737672,5.673380389,348.6720933,,
344,5.914293667,5.651181036,331.8887165,,
345,5.997405656,5.573483298,316.9283448,,
346,6.080517645,5.460636585,306.3717726,,
347,6.156703636,5.460636585,0,,
348,6.234043959,5.394038524,319.2681275,,
349,6.296377951,5.394038524,0,,
350,6.344859945,5.338540141,311.1396468,,
351,6.400267937,5.294141434,321.2946249,,
352,6.476453928,5.23864305,323.9281902,,
353,6.552639918,5.20534402,336.3910398,,
354,6.635751907,5.149845636,326.2668137,,
355,6.670381903,5.149845636,0,,
356,6.725789895,5.105446929,321.2946249,,
357,6.760419891,5.072147899,316.1224801,,
358,6.84353188,5.016649515,326.2668137,,
359,6.892013874,4.972250808,317.5172567,,
360,6.961273865,4.950051455,342.2282006,,
361,7.016681858,4.950051455,0,,
362,7.072089851,4.938951778,348.6720933,,
363,7.134423843,4.927852101,349.9032947,,
364,7.189831836,4.894553071,328.9950245,,
365,7.272943825,4.872353717,345.0453143,,
366,7.349129815,4.861254041,351.7107941,,
367,7.411463807,4.839054687,340.3973751,,
368,7.522279793,4.839054687,0,,
369,7.584613785,4.839054687,0,,
370,7.653873776,4.839054687,0,,
371,7.69542977,4.839054687,0,,
372,7.758918096,4.861254041,19.27271061,,
373,7.779696093,5.027749192,82.88646937,,
374,7.814326088,5.20534402,78.9661007,,
375,7.821252088,5.30524111,86.03395291,,
376,7.869734081,5.394038524,61.36615316,,
377,7.904364077,5.493935615,70.88078341,,
378,7.973624068,5.662280712,67.63691374,,
379,8.008254063,5.662280712,0,,
380,8.070588055,5.751078126,54.9319198,,
381,8.146774046,5.850975217,52.66923582,,
382,8.229886035,5.939772631,46.89420802,,
383,8.271442029,5.973071661,38.70537486,,
384,8.306072025,6.072968752,70.88078341,,
385,8.396110013,6.117367459,26.24840553,,
386,8.472296004,6.206164873,49.37122048,,
387,8.534629996,6.28386261,51.26123016,,
388,8.57618599,6.339360994,53.17492197,,
389,8.555407993,6.405959054,107.3274532,,
390,8.583111989,6.516955822,75.98571616,,
391,8.617741985,6.661251619,76.50464039,,
392,8.645445981,6.72784968,67.41327427,,
393,8.700853974,6.82774677,60.98502715,,
394,8.742409969,6.938743538,69.47464086,,
395,8.777039964,7.016441275,65.97739716,,
396,8.790891962,7.060839982,72.67254696,,
397,8.790891962,7.127438043,90,,
398,8.756261967,7.338331901,99.32508125,,
399,8.707779973,7.382730608,137.5172567,,
400,8.680075977,7.449328668,112.586726,,
401,8.57618599,7.515926729,147.3383386,,
402,8.527703996,7.515926729,180,,
403,8.479222003,7.515926729,180,,
404,8.416888011,7.504827052,190.0967053,,
405,8.368406017,7.482627698,204.6025051,,
406,8.285294028,7.482627698,180,,
407,8.202182038,7.482627698,180,,
408,8.119070049,7.482627698,180,,
409,8.042884059,7.482627698,180,,
410,7.945920071,7.515926729,161.0466841,,
411,7.883586079,7.593624466,128.7387698,,
412,7.869734081,7.638023173,107.327453,,
413,7.793548091,7.771219294,119.7688463,,
414,7.751992096,7.860016708,115.0789616,,
415,7.716207768,8.015412182,102.9679507,,
416,7.709281769,8.204106687,92.10208796,,
417,7.772770094,8.326203131,62.52624283,,
418,7.821252088,8.448299575,68.34298801,,
419,7.869734081,8.583345642,70.251691,,
420,7.821252088,8.638844026,131.1396457,,
421,7.772770094,8.683242733,137.5172567,,
422,7.70235577,8.683242733,180,,
423,7.69542977,8.616644672,264.0627527,,
424,7.653873776,8.594445319,208.1112841,,
425,7.61924378,8.503797959,249.0916514,,
426,7.570761786,8.381701515,248.342988,,
427,7.515353794,8.315103454,230.2403545,,
428,7.4668718,8.248505394,233.9461655,,
429,7.418389806,8.126408949,248.3429882,,
430,7.349129815,8.048711212,228.2860949,,
431,7.272943825,7.982113152,221.1583632,,
432,7.23138783,7.926614768,233.1749213,,
433,7.217535832,8.015412182,98.86642497,,
434,7.162127839,8.070910566,134.9533028,,
435,7.092867848,8.015412182,218.7053748,,
436,7.030533856,8.037611536,160.3973751,,
437,6.995903861,8.104209596,117.473757,,
438,7.058237853,8.215206363,60.68213684,,
439,7.127497844,8.304003777,52.04656823,,
440,7.189831836,8.392801191,54.9319198,,
441,7.266017826,8.503797959,55.53506503,,
442,7.349129815,8.594445319,47.48317346,,
443,7.404537808,8.661043379,50.24035353,,
444,7.459945801,8.705442086,38.70537456,,
445,7.515353794,8.805339177,60.98502739,,
446,7.584613785,8.883036914,48.28609487,,
447,7.640021778,8.960734651,54.50648339,,
448,7.716207768,9.093930772,60.23115373,,
449,7.765844095,9.138329479,41.81199916,,
450,7.835104086,9.216027216,48.28609487,,
451,7.904364077,9.327023984,58.03657695,,
452,7.95977207,9.393622044,50.24035353,,
453,8.029032061,9.460220105,43.87752077,,
454,8.029032061,9.360323014,270,,
455,8.029032061,9.216027216,270,,
456,8.029032061,9.082831096,270,,
457,7.987476066,8.982934005,247.4132737,,
458,7.925142074,8.816438854,249.4746409,,
459,7.862808082,8.72764144,234.9319198,,
460,7.745066097,8.514897636,241.0378863,,
461,7.688503771,8.415000545,240.4812033,,
462,7.653873776,8.270704747,256.5046409,,
463,7.598465783,8.22630604,218.7053746,,
464,7.598465783,8.082010243,270,,
465,7.61924378,8.015412182,287.3274529,,
466,7.646947777,7.937714445,289.6242612,,
467,7.646947777,7.860016708,270,,
468,7.646947777,7.760119617,270,,
469,7.688503771,7.582524789,283.1698761,,
470,7.688503771,7.438228991,270,,
471,7.688503771,7.416029638,270,,
472,7.660799775,7.371630931,238.0365772,,
473,7.626169779,7.260634163,252.6725466,,
474,7.584613785,7.216235456,226.8942084,,
475,7.529205792,7.17183675,218.7053739,,
476,7.459945801,7.160737073,189.1048585,,
477,7.411463807,7.160737073,180,,
478,7.376833812,7.20513578,127.9534314,,
479,7.31449982,7.293933194,125.0680802,,
480,7.259091827,7.393830284,119.0149729,,
481,7.224461831,7.482627698,111.3052261,,
482,7.189831836,7.538126082,121.9634227,,
483,7.134423843,7.593624466,134.9533028,,
484,7.106719846,7.593624466,180,,
485,7.058237853,7.538126082,228.8603543,,
486,7.044385854,7.393830284,264.516566,,
487,7.037459855,7.249534487,267.2519908,,
488,7.037459855,7.071939659,270,,
489,7.037459855,6.960942891,270,,
490,7.037459855,6.805547417,270,,
491,7.030533856,6.705650326,266.0339535,,
492,7.023607857,6.661251619,261.133575,,
493,6.968199864,6.505856145,250.3757391,,
494,6.947421867,6.428158408,255.0282462,,
495,6.912791871,6.35046067,245.9773968,,
496,6.878161876,6.261663257,248.6947742,,
497,6.822753883,6.206164873,225.0466972,,
498,6.788123887,6.139566812,242.5262427,,
499,6.732715895,6.072968752,230.240354,,
500,6.663455903,6.039669722,205.6774587,,
501,6.628825908,5.950872308,248.6947745,,
502,6.573417915,5.873174571,234.5064834,,
503,6.53186192,5.850975217,208.1112846,,
504,6.518009922,5.83987554,218.7053757,,
505,6.434897933,5.73997845,230.2403537,,
506,6.372563941,5.850975217,119.3178632,,
507,6.317155948,5.873174571,158.1663661,,
508,6.240969958,5.950872308,134.4371469,,
509,6.206339962,5.984171338,136.1224801,,
510,6.142851637,6.061869075,129.2529235,,
511,6.115147641,6.128467136,112.5867257,,
512,6.080517645,6.195065196,117.4737577,,
513,6.080517645,6.25056358,90,,
514,6.12207364,6.328261317,61.86026782,,
515,6.171709967,6.394859377,53.30239869,,
516,6.213265962,6.450357761,53.17492131,,
517,6.234043959,6.539155175,76.83012385,,
518,6.234043959,6.650151943,90,,
519,6.234043959,6.738949357,90,,
520,6.185561965,6.805547417,126.0538345,,
521,6.128999639,6.783348063,201.4288145,,
522,6.115147641,6.705650326,259.8914783,,
523,6.025109652,6.605753236,227.9714277,,
524,5.983553658,6.539155175,238.0365774,,
525,5.928145665,6.505856145,211.0049755,,
526,5.865811673,6.505856145,180,,
527,5.817329679,6.594653559,118.6338473,,
528,5.817329679,6.705650326,90,,
529,5.879663671,6.82774677,62.95428973,,
530,5.914293667,6.838846447,17.7717999,,
531,5.997405656,6.927643861,46.89420802,,
532,6.032035652,6.972042568,52.04656783,,
533,6.101295643,7.060839982,52.04656823,,
534,6.135925638,7.105238689,52.04656863,,
535,6.185561965,7.160737073,48.19136949,,
536,6.247895957,7.260634163,58.0365766,,
537,6.282525953,7.30503287,52.04656783,,
538,6.324081947,7.382730608,61.8602687,,
539,6.427971934,7.482627698,43.8775202,,
540,6.469527929,7.560325436,61.86026813,,
541,6.545713919,7.638023173,45.56285312,,
542,6.587269913,7.68242188,46.89420836,,
543,6.635751907,7.74901994,53.94616552,,
544,6.677307902,7.793418647,46.89420767,,
545,6.711937897,7.871116384,65.97739716,,
546,6.746567893,7.926614768,58.03657658,,
547,6.788123887,7.926614768,0,,
548,6.836605881,7.982113152,48.86035374,,
549,6.892013874,8.115309273,67.41327375,,
550,6.940495868,8.148608303,34.48256161,,